year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2012,20-24,2,2,2,0,1491464.51590593,0
2012,25-29,1,1,1,141.903077617148,4290418.18361462,3.30744164191465e-05
2012,25-29,1,1,2,6.01284227191306,558692.143503094,1.07623533672973e-05
2012,25-29,1,2,1,98.3936652613179,2612369.82384307,3.76645237451757e-05
2012,25-29,1,2,2,7.11279507913142,1195933.84903921,5.94748203242653e-06
2012,25-29,2,1,1,60.0027587380593,4016327.61086634,1.49397072528943e-05
2012,25-29,2,1,2,5.10661776494122,765423.411126418,6.67162473829508e-06
2012,25-29,2,2,1,25.1630440591306,2465071.36589415,1.02078359301388e-05
2012,25-29,2,2,2,3.7744566088696,1549898.6121131,2.43529259228355e-06
2012,30-34,1,1,1,310.930889020439,4096791.90093691,7.58961881733196e-05
2012,30-34,1,1,2,16.7028989969657,466925.268054749,3.57721034600493e-05
2012,30-34,1,2,1,173.805100731224,2570688.82385593,6.76103226179366e-05
2012,30-34,1,2,2,30.4476088872217,997145.007152411,3.05347854813737e-05
2012,30-34,2,1,1,121.651036484815,3910823.91067506,3.11062423835432e-05
2012,30-34,2,1,2,3.54323407237324,669090.938166645,5.29559417152166e-06
2012,30-34,2,2,1,54.0700929964503,2541373.60313806,2.1275932405092e-05
2012,30-34,2,2,2,13.8318842549059,1314735.54802024,1.05206589079715e-05
2012,35-39,1,1,1,557.386121999193,3648202.8551381,0.000152783752475325
2012,35-39,1,1,2,18.4158410352156,348637.519483033,5.28223154596872e-05
2012,35-39,1,2,1,365.458719215679,2430799.3130705,0.000150345080834355
2012,35-39,1,2,2,45.3837625169798,728306.312308363,6.23141139243132e-05
2012,35-39,2,1,1,226.102688571774,3534603.61342228,6.39683294933478e-05
2012,35-39,2,1,2,8.84200458101911,513411.377671967,1.72220659018362e-05
2012,35-39,2,2,1,139.358085709278,2502970.63575469,5.56770757589246e-05
2012,35-39,2,2,2,15.891711528251,982626.37315106,1.61726898060856e-05
2012,40-44,1,1,1,946.262258276001,3222026.03758627,0.000293685478403172
2012,40-44,1,1,2,35.1397125089231,270679.302264406,0.000129820463607512
2012,40-44,1,2,1,747.65908655217,2368528.76295495,0.000315663925321894
2012,40-44,1,2,2,72.9423499075288,649992.897194374,0.00011222022613228
2012,40-44,2,1,1,470.209552428664,3147054.65665115,0.000149412578975996
2012,40-44,2,1,2,6.186967795114,405286.812664461,1.52656528704679e-05
2012,40-44,2,2,1,348.594432680914,2470617.94645958,0.000141096049747576
2012,40-44,2,2,2,20.430442941006,879854.584224812,2.32202494677072e-05
2012,45-49,1,1,1,1568.82847459482,2836934.09040318,0.000553001382690516
2012,45-49,1,1,2,47.987694517018,231913.479713055,0.000206920678247736
2012,45-49,1,2,1,1362.6207189904,2290901.19401302,0.000594796808588444
2012,45-49,1,2,2,143.768572591891,625732.235870744,0.000229760533899661
2012,45-49,2,1,1,748.158388064382,2842175.10720151,0.00026323444539666
2012,45-49,2,1,2,25.9262807745083,328928.132067281,7.88205028605008e-05
2012,45-49,2,2,1,579.277243032243,2456821.96256904,0.000235783158836021
2012,45-49,2,2,2,62.3437391604207,812907.798162168,7.6692263626168e-05
2012,50-54,1,1,1,2161.74525145008,2421064.04734631,0.000892890567607882
2012,50-54,1,1,2,82.0276948886488,179239.869040946,0.000457642015292425
2012,50-54,1,2,1,2264.21267793567,2042181.006066,0.00110872281703245
2012,50-54,1,2,2,298.024574702643,536279.077546743,0.000555726649016374
2012,50-54,2,1,1,1058.20574340798,2516088.67234974,0.000420575695537686
2012,50-54,2,1,2,49.9032938245603,251227.731013007,0.000198637680734284
2012,50-54,2,2,1,920.338976427013,2266132.8512417,0.000406127547165967
2012,50-54,2,2,2,97.6117096210468,655848.745395555,0.000148832654337358
2012,55-59,1,1,1,2669.54482670528,1934381.58132929,0.0013800507885682
2012,55-59,1,1,2,130.810236513151,132958.85073398,0.000983840006069788
2012,55-59,1,2,1,2994.61545020717,1743001.12804799,0.00171808004138292
2012,55-59,1,2,2,434.412026682413,417424.439888739,0.00104069619593477
2012,55-59,2,1,1,1384.64560924216,2094363.47198715,0.000661129564071512
2012,55-59,2,1,2,51.1883774211519,164815.428173961,0.000310580010550489
2012,55-59,2,2,1,1359.77617763082,2006382.7714552,0.000677725206264901
2012,55-59,2,2,2,131.849012326593,484328.328383689,0.000272230643139546
2012,60-64,1,1,1,3069.18838215383,1511626.1781862,0.00203038848257877
2012,60-64,1,1,2,104.040284140808,83981.7796090637,0.00123884352802616
2012,60-64,1,2,1,3785.05036736413,1415717.07056852,0.0026735923766492
2012,60-64,1,2,2,467.096874014602,302411.971636217,0.00154457137224875
2012,60-64,2,1,1,1630.43966472057,1670737.66834128,0.000975880113087583
2012,60-64,2,1,2,29.8024005737195,94362.3429339003,0.000315829383280529
2012,60-64,2,2,1,2005.99146113227,1729033.77421922,0.00116018061130016
2012,60-64,2,2,2,138.663004225733,311133.214505604,0.000445670850172879
2012,65-69,1,1,1,3009.99800794293,1126444.56221763,0.00267212263159863
2012,65-69,1,1,2,113.657116125125,44717.8373612634,0.00254165055449618
2012,65-69,1,2,1,4158.40886977787,1084769.25935123,0.00383345014059938
2012,65-69,1,2,2,498.904581738425,183176.341069878,0.00272363002134704
2012,65-69,2,1,1,1969.81561522448,1266751.75298787,0.0015550131354295
